postcode,locality,state,sa3name,sa4name
0200,ANU,ACT,,
0200,Australian National University,ACT,,
0800,DARWIN,NT,Darwin City,Darwin
0800,DARWIN CITY,NT,Darwin City,Darwin
0801,DARWIN,NT,Darwin City,Darwin
0803,WAGAIT BEACH,NT,Katherine,Northern Territory - Outback
0804,PARAP,NT,Darwin Suburbs,Darwin
0810,ALAWA,NT,Darwin Suburbs,Darwin
0810,BRINKIN,NT,Darwin Suburbs,Darwin
0810,CASUARINA,NT,Darwin Suburbs,Darwin
0810,COCONUT GROVE,NT,Darwin Suburbs,Darwin
0810,JINGILI,NT,Darwin Suburbs,Darwin
0810,LEE POINT,NT,Darwin Suburbs,Darwin
0810,LYONS,NT,Darwin Suburbs,Darwin
0810,MILLNER,NT,Darwin Suburbs,Darwin
0810,MOIL,NT,Darwin Suburbs,Darwin
0810,MUIRHEAD,NT,Darwin Suburbs,Darwin
0810,NAKARA,NT,Darwin Suburbs,Darwin
0810,NIGHTCLIFF,NT,Darwin Suburbs,Darwin
0810,RAPID CREEK,NT,Darwin Suburbs,Darwin
0810,TIWI,NT,Darwin Suburbs,Darwin
0810,WAGAMAN,NT,Darwin Suburbs,Darwin
0810,WANGURI,NT,Darwin Suburbs,Darwin
0811,CASUARINA,NT,Darwin Suburbs,Darwin
0812,ANULA,NT,Darwin Suburbs,Darwin
0812,BUFFALO CREEK,NT,Darwin Suburbs,Darwin
0812,HOLMES,NT,Darwin Suburbs,Darwin
0812,KARAMA,NT,Darwin Suburbs,Darwin
0812,LEANYER,NT,Darwin Suburbs,Darwin
0812,MALAK,NT,Darwin Suburbs,Darwin
0812,MARRARA,NT,Darwin Suburbs,Darwin
0812,NORTHLAKES,NT,Darwin Suburbs,Darwin
0812,SANDERSON,NT,Darwin Suburbs,Darwin
0812,WOODLEIGH GARDENS,NT,Darwin Suburbs,Darwin
0812,WULAGI,NT,Darwin Suburbs,Darwin
0813,KARAMA,NT,Darwin Suburbs,Darwin
0813,SANDERSON,NT,Darwin Suburbs,Darwin
0814,NIGHTCLIFF,NT,Darwin Suburbs,Darwin
0815,CHARLES DARWIN UNIVERSITY,NT,Darwin Suburbs,Darwin
0820,BAGOT,NT,Darwin Suburbs,Darwin
0820,BAYVIEW,NT,Darwin Suburbs,Darwin
0820,CHARLES DARWIN,NT,Darwin Suburbs,Darwin
0820,COONAWARRA,NT,Darwin Suburbs,Darwin
0820,CULLEN BAY,NT,Darwin Suburbs,Darwin
0820,DARWIN DC,NT,Darwin Suburbs,Darwin
0820,DARWIN INTERNATIONAL AIRPORT,NT,Darwin Suburbs,Darwin
0820,DARWIN MC,NT,Darwin Suburbs,Darwin
0820,EAST POINT,NT,Darwin Suburbs,Darwin
0820,EATON,NT,Darwin Suburbs,Darwin
0820,FANNIE BAY,NT,Darwin Suburbs,Darwin
0820,LARRAKEYAH,NT,Darwin Suburbs,Darwin
0820,LUDMILLA,NT,Darwin Suburbs,Darwin
0820,PARAP,NT,Darwin Suburbs,Darwin
0820,RAAF BASE DARWIN,NT,Darwin Suburbs,Darwin
0820,STUART PARK,NT,Darwin Suburbs,Darwin
0820,THE GARDENS,NT,Darwin Suburbs,Darwin
0820,THE NARROWS,NT,Darwin Suburbs,Darwin
0820,WINNELLIE,NT,Darwin Suburbs,Darwin
0820,WOOLNER,NT,Darwin Suburbs,Darwin
0821,WINNELLIE,NT,Katherine,Northern Territory - Outback
0822,ACACIA HILLS,NT,Katherine,Northern Territory - Outback
0822,ANGURUGU,NT,Katherine,Northern Territory - Outback
0822,ANINDILYAKWA,NT,Katherine,Northern Territory - Outback
0822,ANNIE RIVER,NT,Katherine,Northern Territory - Outback
0822,BATHURST ISLAND,NT,Katherine,Northern Territory - Outback
0822,BEES CREEK,NT,Katherine,Northern Territory - Outback
0822,BELYUEN,NT,Katherine,Northern Territory - Outback
0822,BLACK JUNGLE,NT,Katherine,Northern Territory - Outback
0822,BLACKMORE,NT,Katherine,Northern Territory - Outback
0822,BORDER STORE,NT,Katherine,Northern Territory - Outback
0822,BURRUNDIE,NT,Katherine,Northern Territory - Outback
0822,BYNOE,NT,Katherine,Northern Territory - Outback
0822,BYNOE HARBOUR,NT,Katherine,Northern Territory - Outback
0822,CAMP CREEK,NT,Katherine,Northern Territory - Outback
0822,CHANNEL ISLAND,NT,Katherine,Northern Territory - Outback
0822,CHARLES DARWIN,NT,Katherine,Northern Territory - Outback
0822,CHARLOTTE,NT,Katherine,Northern Territory - Outback
0822,CLARAVALE,NT,Katherine,Northern Territory - Outback
0822,COBOURG,NT,Katherine,Northern Territory - Outback
0822,COLLETT CREEK,NT,Katherine,Northern Territory - Outback
0822,COOMALIE CREEK,NT,Katherine,Northern Territory - Outback
0822,COX PENINSULA,NT,Katherine,Northern Territory - Outback
0822,CROKER ISLAND,NT,Katherine,Northern Territory - Outback
0822,DALY,NT,Katherine,Northern Territory - Outback
0822,DALY RIVER,NT,Katherine,Northern Territory - Outback
0822,DARWIN MC,NT,Katherine,Northern Territory - Outback
0822,DARWIN RIVER DAM,NT,Katherine,Northern Territory - Outback
0822,DELISSAVILLE,NT,Katherine,Northern Territory - Outback
0822,DOUGLAS-DALY,NT,Katherine,Northern Territory - Outback
0822,EAST ARM,NT,Katherine,Northern Territory - Outback
0822,EAST ARNHEM,NT,Katherine,Northern Territory - Outback
0822,ELRUNDIE,NT,Katherine,Northern Territory - Outback
0822,EVA VALLEY,NT,Katherine,Northern Territory - Outback
0822,FINNISS VALLEY,NT,Katherine,Northern Territory - Outback
0822,FLEMING,NT,Katherine,Northern Territory - Outback
0822,FLY CREEK,NT,Katherine,Northern Territory - Outback
0822,FREDS PASS,NT,Katherine,Northern Territory - Outback
0822,GALIWINKU,NT,Katherine,Northern Territory - Outback
0822,GLYDE POINT,NT,Katherine,Northern Territory - Outback
0822,GOULBOURN ISLAND,NT,Katherine,Northern Territory - Outback
0822,GOULBURN ISLAND,NT,Katherine,Northern Territory - Outback
0822,GUNBALANYA,NT,Katherine,Northern Territory - Outback
0822,GUNN POINT,NT,Katherine,Northern Territory - Outback
0822,HAYES CREEK,NT,Katherine,Northern Territory - Outback
0822,HIDDEN VALLEY,NT,Katherine,Northern Territory - Outback
0822,HOTHAM,NT,Katherine,Northern Territory - Outback
0822,HUGHES,NT,Katherine,Northern Territory - Outback
0822,KAKADU,NT,Katherine,Northern Territory - Outback
0822,KOOLPINYAH,NT,Katherine,Northern Territory - Outback
0822,LAKE BENNETT,NT,Katherine,Northern Territory - Outback
0822,LAMBELLS LAGOON,NT,Katherine,Northern Territory - Outback
0822,LITCHFIELD PARK,NT,Katherine,Northern Territory - Outback
0822,LIVINGSTONE,NT,Katherine,Northern Territory - Outback
0822,LLOYD CREEK,NT,Katherine,Northern Territory - Outback
0822,MANDORAH,NT,Katherine,Northern Territory - Outback
0822,MANINGRIDA,NT,Katherine,Northern Territory - Outback
0822,MAPURU,NT,Katherine,Northern Territory - Outback
0822,MARANUNGA,NT,Katherine,Northern Territory - Outback
0822,MARGARET RIVER,NT,Katherine,Northern Territory - Outback
0822,MARRAKAI,NT,Katherine,Northern Territory - Outback
0822,MCMINNS LAGOON,NT,Katherine,Northern Territory - Outback
0822,MICKET CREEK,NT,Katherine,Northern Territory - Outback
0822,MICKETT CREEK,NT,Katherine,Northern Territory - Outback
0822,MIDDLE POINT,NT,Katherine,Northern Territory - Outback
0822,MILIKAPITI,NT,Katherine,Northern Territory - Outback
0822,MILINGIMBI,NT,Katherine,Northern Territory - Outback
0822,MILLWOOD,NT,Katherine,Northern Territory - Outback
0822,MILYAKBURRA,NT,Katherine,Northern Territory - Outback
0822,MINJILANG,NT,Katherine,Northern Territory - Outback
0822,MOUNT BUNDEY,NT,Katherine,Northern Territory - Outback
0822,MURRUMUJUK,NT,Katherine,Northern Territory - Outback
0822,NAUIYU,NT,Katherine,Northern Territory - Outback
0822,NEMARLUK,NT,Katherine,Northern Territory - Outback
0822,NGANMARRIYANGA,NT,Katherine,Northern Territory - Outback
0822,NGUIU,NT,Katherine,Northern Territory - Outback
0822,NUMBULWAR,NT,Katherine,Northern Territory - Outback
0822,NUMBURINDI,NT,Katherine,Northern Territory - Outback
0822,OENPELLI,NT,Katherine,Northern Territory - Outback
0822,PEPPIMENARTI,NT,Katherine,Northern Territory - Outback
0822,PIRLANGIMPI,NT,Katherine,Northern Territory - Outback
0822,POINT STEPHENS,NT,Katherine,Northern Territory - Outback
0822,POINT STUART,NT,Katherine,Northern Territory - Outback
0822,PULARUMPI,NT,Katherine,Northern Territory - Outback
0822,PULUMPA,NT,Katherine,Northern Territory - Outback
0822,RAKULA,NT,Katherine,Northern Territory - Outback
0822,RAMINGINING,NT,Katherine,Northern Territory - Outback
0822,ROBIN FALLS,NT,Katherine,Northern Territory - Outback
0822,RUM JUNGLE,NT,Katherine,Northern Territory - Outback
0822,SANDPALMS ROADHOUSE,NT,Katherine,Northern Territory - Outback
0822,SOUTHPORT,NT,Katherine,Northern Territory - Outback
0822,STAPLETON,NT,Katherine,Northern Territory - Outback
0822,THAMARRURR,NT,Katherine,Northern Territory - Outback
0822,TIPPERARY,NT,Katherine,Northern Territory - Outback
0822,TIVENDALE,NT,Katherine,Northern Territory - Outback
0822,TIWI ISLANDS,NT,Katherine,Northern Territory - Outback
0822,TORTILLA FLATS,NT,Katherine,Northern Territory - Outback
0822,TUMBLING WATERS,NT,Katherine,Northern Territory - Outback
0822,UMBAKUMBA,NT,Katherine,Northern Territory - Outback
0822,VERNON ISLANDS,NT,Katherine,Northern Territory - Outback
0822,VIRGINIA,NT,Katherine,Northern Territory - Outback
0822,WADEYE,NT,Katherine,Northern Territory - Outback
0822,WAGAIT BEACH,NT,Katherine,Northern Territory - Outback
0822,WAK WAK,NT,Katherine,Northern Territory - Outback
0822,WARRUWI,NT,Katherine,Northern Territory - Outback
0822,WEDDELL,NT,Katherine,Northern Territory - Outback
0822,WEST ARNHEM,NT,Katherine,Northern Territory - Outback
0822,WICKHAM,NT,Katherine,Northern Territory - Outback
0822,WINNELLIE,NT,Katherine,Northern Territory - Outback
0822,WISHART,NT,Katherine,Northern Territory - Outback
0822,WOOLANING,NT,Katherine,Northern Territory - Outback
0822,WURRUMIYANGA,NT,Katherine,Northern Territory - Outback
0828,BERRIMAH,NT,Darwin Suburbs,Darwin
0828,KNUCKEY LAGOON,NT,Darwin Suburbs,Darwin
0829,HOLTZE,NT,Palmerston,Darwin
0829,PINELANDS,NT,Palmerston,Darwin
0830,ARCHER,NT,Palmerston,Darwin
0830,DRIVER,NT,Palmerston,Darwin
0830,DURACK,NT,Palmerston,Darwin
0830,FARRAR,NT,Palmerston,Darwin
0830,GRAY,NT,Palmerston,Darwin
0830,MARLOW LAGOON,NT,Palmerston,Darwin
0830,MOULDEN,NT,Palmerston,Darwin
0830,PALMERSTON,NT,Palmerston,Darwin
0830,SHOAL BAY,NT,Palmerston,Darwin
0830,WOODROFFE,NT,Palmerston,Darwin
0830,YARRAWONGA,NT,Palmerston,Darwin
0831,PALMERSTON,NT,Palmerston,Darwin
0832,BAKEWELL,NT,Palmerston,Darwin
0832,BELLAMACK,NT,Palmerston,Darwin
0832,GUNN,NT,Palmerston,Darwin
0832,JOHNSTON,NT,Palmerston,Darwin
0832,MITCHELL,NT,Palmerston,Darwin
0832,ROSEBERY,NT,Palmerston,Darwin
0832,ROSEBERY HEIGHTS,NT,Palmerston,Darwin
0832,ZUCCOLI,NT,Palmerston,Darwin
0834,VIRGINIA,NT,Litchfield,Darwin
0835,Coolalinga,NT,Litchfield,Darwin
0835,HOWARD SPRINGS,NT,Litchfield,Darwin
0835,VIRGINIA,NT,Litchfield,Darwin
0836,GIRRAWEEN,NT,Litchfield,Darwin
0836,HERBERT,NT,Litchfield,Darwin
0836,HUMPTY DOO,NT,Litchfield,Darwin
0837,MANTON,NT,Litchfield,Darwin
0837,NOONAMAH,NT,Litchfield,Darwin
0838,BERRY SPRINGS,NT,Litchfield,Darwin
0839,COOLALINGA,NT,Litchfield,Darwin
0840,DUNDEE BEACH,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0840,DUNDEE DOWNS,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0840,DUNDEE FOREST,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0841,DARWIN RIVER,NT,Litchfield,Darwin
0845,BATCHELOR,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0846,ADELAIDE RIVER,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0847,PINE CREEK,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0850,COSSACK,NT,Katherine,Northern Territory - Outback
0850,EMUNGALAN,NT,Katherine,Northern Territory - Outback
0850,KATHERINE,NT,Katherine,Northern Territory - Outback
0850,KATHERINE EAST,NT,Katherine,Northern Territory - Outback
0850,KATHERINE SOUTH,NT,Katherine,Northern Territory - Outback
0850,LANSDOWNE,NT,Katherine,Northern Territory - Outback
0851,KATHERINE,NT,Katherine,Northern Territory - Outback
0852,ARNOLD,NT,Katherine,Northern Territory - Outback
0852,BAINES,NT,Katherine,Northern Territory - Outback
0852,BARUNGA,NT,Katherine,Northern Territory - Outback
0852,BESWICK,NT,Katherine,Northern Territory - Outback
0852,BESWICK CREEK,NT,Katherine,Northern Territory - Outback
0852,BINJARI,NT,Katherine,Northern Territory - Outback
0852,BIRDUM,NT,Katherine,Northern Territory - Outback
0852,BRADSHAW,NT,Katherine,Northern Territory - Outback
0852,BUCHANAN,NT,Katherine,Northern Territory - Outback
0852,BULMAN WEEMOL,NT,Katherine,Northern Territory - Outback
0852,CRESWELL,NT,Katherine,Northern Territory - Outback
0852,DAGURAGU,NT,Katherine,Northern Territory - Outback
0852,DALY WATERS,NT,Katherine,Northern Territory - Outback
0852,DELAMERE,NT,Katherine,Northern Territory - Outback
0852,DUNMARRA,NT,Katherine,Northern Territory - Outback
0852,EDITH,NT,Katherine,Northern Territory - Outback
0852,EDITH RIVER,NT,Katherine,Northern Territory - Outback
0852,ELSEY,NT,Katherine,Northern Territory - Outback
0852,ELSEY STATION,NT,Katherine,Northern Territory - Outback
0852,FLORINA,NT,Katherine,Northern Territory - Outback
0852,FLYING FOX,NT,Katherine,Northern Territory - Outback
0852,GREGORY,NT,Katherine,Northern Territory - Outback
0852,GULUNG MARDRULK,NT,Katherine,Northern Territory - Outback
0852,GURINDJI,NT,Katherine,Northern Territory - Outback
0852,HELEN SPRINGS STATION,NT,Katherine,Northern Territory - Outback
0852,JILKMINGGAN,NT,Katherine,Northern Territory - Outback
0852,KALKARINDJI,NT,Katherine,Northern Territory - Outback
0852,KALKARINGI,NT,Katherine,Northern Territory - Outback
0852,KATHERINE,NT,Katherine,Northern Territory - Outback
0852,LAJAMANU,NT,Katherine,Northern Territory - Outback
0852,LARRIMAH,NT,Katherine,Northern Territory - Outback
0852,LIMMEN,NT,Katherine,Northern Territory - Outback
0852,MANBULLOO,NT,Katherine,Northern Territory - Outback
0852,MARANBOY,NT,Katherine,Northern Territory - Outback
0852,MATARANKA,NT,Katherine,Northern Territory - Outback
0852,MCARTHUR,NT,Katherine,Northern Territory - Outback
0852,MINIYERI,NT,Katherine,Northern Territory - Outback
0852,MINIYERRI,NT,Katherine,Northern Territory - Outback
0852,NGUKURR,NT,Katherine,Northern Territory - Outback
0852,NITJPURRU,NT,Katherine,Northern Territory - Outback
0852,NITMILUK,NT,Katherine,Northern Territory - Outback
0852,NUMBULWAR,NT,Katherine,Northern Territory - Outback
0852,NUTWOOD DOWNS,NT,Katherine,Northern Territory - Outback
0852,PELLEW ISLANDS,NT,Katherine,Northern Territory - Outback
0852,PIGEON HOLE,NT,Katherine,Northern Territory - Outback
0852,ROBINSON RIVER,NT,Katherine,Northern Territory - Outback
0852,STURT PLATEAU,NT,Katherine,Northern Territory - Outback
0852,TANAMI EAST,NT,Katherine,Northern Territory - Outback
0852,TIMBER CREEK,NT,Katherine,Northern Territory - Outback
0852,TOP SPRINGS,NT,Katherine,Northern Territory - Outback
0852,URALLA,NT,Katherine,Northern Territory - Outback
0852,VENN,NT,Katherine,Northern Territory - Outback
0852,VICTORIA RIVER,NT,Katherine,Northern Territory - Outback
0852,VICTORIA RIVER DOWNS,NT,Katherine,Northern Territory - Outback
0852,WARUMUNGU,NT,Katherine,Northern Territory - Outback
0852,WAVE HILL,NT,Katherine,Northern Territory - Outback
0852,WILTON,NT,Katherine,Northern Territory - Outback
0852,WUGULARR,NT,Katherine,Northern Territory - Outback
0852,YARRALIN,NT,Katherine,Northern Territory - Outback
0853,TINDAL,NT,Katherine,Northern Territory - Outback
0853,TINDAL RAAF,NT,Katherine,Northern Territory - Outback
0854,BORROLOOLA,NT,Katherine,Northern Territory - Outback
0854,KING ASH BAY,NT,Katherine,Northern Territory - Outback
0860,TENNANT CREEK,NT,Barkly,Northern Territory - Outback
0861,BRUNCHILLY,NT,Katherine,Northern Territory - Outback
0861,TENNANT CREEK,NT,Katherine,Northern Territory - Outback
0862,AVON DOWNS,NT,Katherine,Northern Territory - Outback
0862,CALVERT,NT,Katherine,Northern Territory - Outback
0862,CRESSWELL DOWNS,NT,Katherine,Northern Territory - Outback
0862,ELLIOTT,NT,Katherine,Northern Territory - Outback
0862,HELEN SPRINGS,NT,Katherine,Northern Territory - Outback
0862,MUCKATY STATION,NT,Katherine,Northern Territory - Outback
0862,NEWCASTLE WATERS,NT,Katherine,Northern Territory - Outback
0862,NICHOLSON,NT,Katherine,Northern Territory - Outback
0862,PAMAYU,NT,Katherine,Northern Territory - Outback
0862,PHILLIP CREEK STATION,NT,Katherine,Northern Territory - Outback
0862,RENNER SPRINGS,NT,Katherine,Northern Territory - Outback
0862,TABLELANDS,NT,Katherine,Northern Territory - Outback
0862,TENNANT CREEK,NT,Katherine,Northern Territory - Outback
0862,THREE WAYS,NT,Katherine,Northern Territory - Outback
0862,WARREGO,NT,Katherine,Northern Territory - Outback
0862,WOLLOGORANG STATION,NT,Katherine,Northern Territory - Outback
0862,WYCLIFFE WELL,NT,Katherine,Northern Territory - Outback
0870,ALICE SPRINGS,NT,Alice Springs,Northern Territory - Outback
0870,ARALUEN,NT,Alice Springs,Northern Territory - Outback
0870,BRAITLING,NT,Alice Springs,Northern Territory - Outback
0870,CICCONE,NT,Alice Springs,Northern Territory - Outback
0870,DESERT SPRINGS,NT,Alice Springs,Northern Territory - Outback
0870,EAST SIDE,NT,Alice Springs,Northern Territory - Outback
0870,GILLEN,NT,Alice Springs,Northern Territory - Outback
0870,SADADEEN,NT,Alice Springs,Northern Territory - Outback
0870,STUART,NT,Alice Springs,Northern Territory - Outback
0870,THE GAP,NT,Alice Springs,Northern Territory - Outback
0870,WHITE GUMS,NT,Alice Springs,Northern Territory - Outback
0871,ALICE SPRINGS,NT,Barkly,Northern Territory - Outback
0872,AHERRENGE,NT,Barkly,Northern Territory - Outback
0872,ALI CURUNG,NT,Barkly,Northern Territory - Outback
0872,ALICE SPRINGS,NT,Barkly,Northern Territory - Outback
0872,AMATA,NT,Barkly,Northern Territory - Outback
0872,AMOONGUNA,NT,Barkly,Northern Territory - Outback
0872,AMPILATWATJA,NT,Barkly,Northern Territory - Outback
0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,Barkly,Northern Territory - Outback
0872,ANATYE,NT,Barkly,Northern Territory - Outback
0872,ANMATJERE,NT,Barkly,Northern Territory - Outback
0872,ANTEWENEGERRDE,NT,Barkly,Northern Territory - Outback
0872,AREYONGA,NT,Barkly,Northern Territory - Outback
0872,ATITJERE,NT,Barkly,Northern Territory - Outback
0872,AYERS RANGE SOUTH,NT,Barkly,Northern Territory - Outback
0872,AYERS ROCK,NT,Barkly,Northern Territory - Outback
0872,BARROW CREEK,NT,Barkly,Northern Territory - Outback
0872,BURT PLAIN,NT,Barkly,Northern Territory - Outback
0872,CANTEEN CREEK,NT,Barkly,Northern Territory - Outback
0872,CHILLA WELL,NT,Barkly,Northern Territory - Outback
0872,COSTELLO,NT,Barkly,Northern Territory - Outback
0872,DAVENPORT,NT,Barkly,Northern Territory - Outback
0872,DE ROSE HILL,NT,Barkly,Northern Territory - Outback
0872,DOCKER RIVER,NT,Barkly,Northern Territory - Outback
0872,ENGAWALA,NT,Barkly,Northern Territory - Outback
0872,ERLDUNDA,NT,Barkly,Northern Territory - Outback
0872,ERNABELLA,NT,Barkly,Northern Territory - Outback
0872,ERNABELLA (PUKATJA),NT,Barkly,Northern Territory - Outback
0872,FINKE,NT,Barkly,Northern Territory - Outback
0872,FREGON,NT,Barkly,Northern Territory - Outback
0872,GHAN,NT,Barkly,Northern Territory - Outback
0872,GIBSON DESERT NORTH,WA,Barkly,Northern Territory - Outback
0872,GIBSON DESERT SOUTH,WA,Barkly,Northern Territory - Outback
0872,HAASTS BLUFF,NT,Barkly,Northern Territory - Outback
0872,HAASTS BLUFF,NT,Barkly,Northern Territory - Outback
0872,HALE,NT,Barkly,Northern Territory - Outback
0872,HART,NT,Barkly,Northern Territory - Outback
0872,HART RANGE,NT,Barkly,Northern Territory - Outback
0872,HERMANNSBURG,NT,Barkly,Northern Territory - Outback
0872,HUGH,NT,Barkly,Northern Territory - Outback
0872,IMAMPA,NT,Barkly,Northern Territory - Outback
0872,IMANPA,NT,Barkly,Northern Territory - Outback
0872,INDULKANA,SA,Barkly,Northern Territory - Outback
0872,INDULKANA (IWANTJA),SA,Barkly,Northern Territory - Outback
0872,ININTI STORE,NT,Barkly,Northern Territory - Outback
0872,IRRUNYTJU,WA,Barkly,Northern Territory - Outback
0872,IWANTJA,SA,Barkly,Northern Territory - Outback
0872,JAY CREEK,NT,Barkly,Northern Territory - Outback
0872,KALKA,SA,Barkly,Northern Territory - Outback
0872,KALTJITI,SA,Barkly,Northern Territory - Outback
0872,KALTUKATJARA,NT,Barkly,Northern Territory - Outback
0872,KANPA,WA,Barkly,Northern Territory - Outback
0872,KANPI,SA,Barkly,Northern Territory - Outback
0872,KINGS CREEK STATION,NT,Barkly,Northern Territory - Outback
0872,KINTORE,NT,Barkly,Northern Territory - Outback
0872,KIWIRRKURRA,WA,Barkly,Northern Territory - Outback
0872,KULGERA,NT,Barkly,Northern Territory - Outback
0872,KUNPARRKA,NT,Barkly,Northern Territory - Outback
0872,LAKE MACKAY,NT,Barkly,Northern Territory - Outback
0872,LAMBINA,SA,Barkly,Northern Territory - Outback
0872,LARAMBA,NT,Barkly,Northern Territory - Outback
0872,MACDONNELL RANGE,NT,Barkly,Northern Territory - Outback
0872,MANTAMARU,WA,Barkly,Northern Territory - Outback
0872,MEREENIE,NT,Barkly,Northern Territory - Outback
0872,MIMILI,SA,Barkly,Northern Territory - Outback
0872,MOUNT LIEBIG,NT,Barkly,Northern Territory - Outback
0872,MOUNT ZEIL,NT,Barkly,Northern Territory - Outback
0872,MULGA BORE,NT,Barkly,Northern Territory - Outback
0872,MURPUTJA,SA,Barkly,Northern Territory - Outback
0872,MURPUTJA HOMELANDS,NT,Barkly,Northern Territory - Outback
0872,MUTITJULU,NT,Barkly,Northern Territory - Outback
0872,NAMATJIRA,NT,Barkly,Northern Territory - Outback
0872,NAPPERBY STATION,NT,Barkly,Northern Territory - Outback
0872,NGAANYATJARRA-GILES,WA,Barkly,Northern Territory - Outback
0872,NYAPARI,SA,Barkly,Northern Territory - Outback
0872,NYIRRIPI,NT,Barkly,Northern Territory - Outback
0872,PAPULANKUTJA,WA,Barkly,Northern Territory - Outback
0872,PAPUNYA,NT,Barkly,Northern Territory - Outback
0872,PATJARR,WA,Barkly,Northern Territory - Outback
0872,PETERMANN,NT,Barkly,Northern Territory - Outback
0872,PIPALYATJARA,SA,Barkly,Northern Territory - Outback
0872,PITJANTJATJARA HOMELANDS,NT,Barkly,Northern Territory - Outback
0872,PUKATJA,SA,Barkly,Northern Territory - Outback
0872,SANDOVER,NT,Barkly,Northern Territory - Outback
0872,SANTA TERESA,NT,Barkly,Northern Territory - Outback
0872,SIMPSON,NT,Barkly,Northern Territory - Outback
0872,TANAMI,NT,Barkly,Northern Territory - Outback
0872,TARA,NT,Barkly,Northern Territory - Outback
0872,TELEGRAPH STATION,NT,Barkly,Northern Territory - Outback
0872,THANGKENHARENGE,NT,Barkly,Northern Territory - Outback
0872,TI TREE,NT,Barkly,Northern Territory - Outback
0872,TIEYON,SA,Barkly,Northern Territory - Outback
0872,TITJIKALA,NT,Barkly,Northern Territory - Outback
0872,TJIRRKARLI,WA,Barkly,Northern Territory - Outback
0872,TJUKURLA,WA,Barkly,Northern Territory - Outback
0872,ULURU,NT,Barkly,Northern Territory - Outback
0872,UMPANGARA,NT,Barkly,Northern Territory - Outback
0872,UMUWA,SA,Barkly,Northern Territory - Outback
0872,URAPUNTJA,NT,Barkly,Northern Territory - Outback
0872,WALLACE ROCKHOLE,NT,Barkly,Northern Territory - Outback
0872,WANARN,NT,Barkly,Northern Territory - Outback
0872,WARAKURNA,WA,Barkly,Northern Territory - Outback
0872,WATARRU,SA,Barkly,Northern Territory - Outback
0872,WATINUMA,SA,Barkly,Northern Territory - Outback
0872,WILLOWRA,NT,Barkly,Northern Territory - Outback
0872,WILORA,NT,Barkly,Northern Territory - Outback
0872,WINGELLINA,WA,Barkly,Northern Territory - Outback
0872,WUTUNUGURRA,NT,Barkly,Northern Territory - Outback
0872,YUELAMU,NT,Barkly,Northern Territory - Outback
0872,YUENDUMU,NT,Barkly,Northern Territory - Outback
0872,YULARA,NT,Barkly,Northern Territory - Outback
0872,YUNYARINYI,SA,Barkly,Northern Territory - Outback
0873,AMOONGUNA,NT,Barkly,Northern Territory - Outback
0873,ARUMBERA,NT,Barkly,Northern Territory - Outback
0873,CONNELLAN,NT,Barkly,Northern Territory - Outback
0873,HEAVITREE GAP CPA,NT,Barkly,Northern Territory - Outback
0873,ILPARPA,NT,Barkly,Northern Territory - Outback
0873,KILGARIFF,NT,Barkly,Northern Territory - Outback
0873,ROSS,NT,Barkly,Northern Territory - Outback
0874,IRLPME,NT,,
0874,MOUNT JOHNS,NT,,
0874,UNDOOLYA,NT,,
0875,FLYNN,NT,,
0875,LARAPINTA,NT,,
0880,GAPUWIYAK,NT,East Arnhem,Northern Territory - Outback
0880,GOVE,NT,East Arnhem,Northern Territory - Outback
0880,GUNYANGARA,NT,East Arnhem,Northern Territory - Outback
0880,NHULUNBUY,NT,East Arnhem,Northern Territory - Outback
0880,YIRRKALA,NT,East Arnhem,Northern Territory - Outback
0881,NHULUNBUY,NT,East Arnhem,Northern Territory - Outback
0885,ALYANGULA,NT,East Arnhem,Northern Territory - Outback
0886,JABIRU,NT,Daly - Tiwi - West Arnhem,Northern Territory - Outback
0906,WINNELLIE,NT,Katherine,Northern Territory - Outback
0907,WINNELLIE,NT,Katherine,Northern Territory - Outback
0909,CHARLES DARWIN UNIVERSITY,NT,Darwin Suburbs,Darwin
0909,UNIVERSITY,NT,Darwin Suburbs,Darwin
1001,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1002,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1003,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1004,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1005,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1006,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1007,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1008,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1009,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1010,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1020,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1021,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
1022,SYDNEY,NSW,Sydney Inner City,Sydney - City and Inner South
